Site,Sp,ID Code,Rep,Tree,IN/OUT,Height,Year,DBH,NYear,NyearQ,sqdbh,ttdbh,sqht
Lily Bay,HL,HL-6-84-Mlt,3,10,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,10,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,11,IN,14.4,5,3,5,4,1.732050808,2.080083823,3.794733192
Lily Bay,HL,HL-6-84-Mlt,3,11,IN,29.3,10,6.2,10,1,2.48997992,3.374901689,5.412947441
Lily Bay,HL,HL-6-84-Mlt,3,11,IN,44.2,15,8.1,15,0,2.846049894,4.033264272,6.648308055
Lily Bay,HL,HL-6-84-Mlt,3,11,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,11,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,12,OUT,12.3,5,1.4,5,4,1.183215957,1.251464949,3.507135583
Lily Bay,HL,HL-6-84-Mlt,3,12,OUT,26.2,10,4.8,10,1,2.19089023,2.845514644,5.118593557
Lily Bay,HL,HL-6-84-Mlt,3,12,OUT,41.4,15,5.8,15,0,2.408318916,3.228137283,6.434283177
Lily Bay,HL,HL-6-84-Mlt,3,12,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,12,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,13,OUT,8.2,5,0.7,5,4,0.836660027,0.788373516,2.863564213
Lily Bay,HL,HL-6-84-Mlt,3,13,OUT,22.9,10,3.6,10,1,1.897366596,2.348920585,4.785394446
Lily Bay,HL,HL-6-84-Mlt,3,13,OUT,41.3,15,5.7,15,0,2.387467277,3.190924808,6.426507605
Lily Bay,HL,HL-6-84-Mlt,3,13,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,13,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,14,IN,14.3,5,2,5,4,1.414213562,1.587401052,3.78153408
Lily Bay,HL,HL-6-84-Mlt,3,14,IN,29.8,10,5.5,10,1,2.34520788,3.115839842,5.458937626
Lily Bay,HL,HL-6-84-Mlt,3,14,IN,45.8,15,7.7,15,0,2.774887385,3.89936435,6.767569726
Lily Bay,HL,HL-6-84-Mlt,3,14,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,14,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,15,IN,15.6,5,2.5,5,4,1.58113883,1.842015749,3.949683532
Lily Bay,HL,HL-6-84-Mlt,3,15,IN,31.5,10,6.4,10,1,2.529822128,3.447095504,5.61248608
Lily Bay,HL,HL-6-84-Mlt,3,15,IN,43.5,15,8.5,15,0,2.915475947,4.164977093,6.595452979
Lily Bay,HL,HL-6-84-Mlt,3,15,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,15,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,16,IN,10.1,5,1,5,4,1,1,3.178049716
Lily Bay,HL,HL-6-84-Mlt,3,16,IN,22.2,10,2.8,10,1,1.673320053,1.986576777,4.711687596
Lily Bay,HL,HL-6-84-Mlt,3,16,IN,31.5,15,3,15,0,1.732050808,2.080083823,5.61248608
Lily Bay,HL,HL-6-84-Mlt,3,16,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,16,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,17,IN,14.3,5,1.9,5,4,1.378404875,1.534036644,3.78153408
Lily Bay,HL,HL-6-84-Mlt,3,17,IN,30.3,10,5.4,10,1,2.323790008,3.077956704,5.504543578
Lily Bay,HL,HL-6-84-Mlt,3,17,IN,47.1,15,7.4,15,0,2.720294102,3.797412828,6.862943975
Lily Bay,HL,HL-6-84-Mlt,3,17,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,17,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,18,OUT,11.9,5,1.8,5,4,1.341640787,1.479727245,3.449637662
Lily Bay,HL,HL-6-84-Mlt,3,18,OUT,28,10,5.7,10,1,2.387467277,3.190924808,5.291502622
Lily Bay,HL,HL-6-84-Mlt,3,18,OUT,41.1,15,6.8,15,0,2.607680962,3.589268453,6.41092817
Lily Bay,HL,HL-6-84-Mlt,3,18,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,18,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,19,OUT,13.2,5,1.8,5,4,1.341640787,1.479727245,3.633180425
Lily Bay,HL,HL-6-84-Mlt,3,19,OUT,29.8,10,6,10,1,2.449489743,3.301927249,5.458937626
Lily Bay,HL,HL-6-84-Mlt,3,19,OUT,44.5,15,7.7,15,0,2.774887385,3.89936435,6.670832032
Lily Bay,HL,HL-6-84-Mlt,3,19,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,19,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,20,IN,12.8,5,1.9,5,4,1.378404875,1.534036644,3.577708764
Lily Bay,HL,HL-6-84-Mlt,3,20,IN,30.2,10,5.2,10,1,2.28035085,3.001480751,5.495452666
Lily Bay,HL,HL-6-84-Mlt,3,20,IN,47.9,15,7,15,0,2.645751311,3.65930571,6.920982589
Lily Bay,HL,HL-6-84-Mlt,3,20,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,20,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,21,IN,16.2,5,2.9,5,4,1.702938637,2.033599058,4.02492236
Lily Bay,HL,HL-6-84-Mlt,3,21,IN,31.9,10,6.4,10,1,2.529822128,3.447095504,5.648008499
Lily Bay,HL,HL-6-84-Mlt,3,21,IN,46.6,15,8,15,0,2.828427125,4,6.826419266
Lily Bay,HL,HL-6-84-Mlt,3,21,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,21,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,22,IN,10.2,5,0.9,5,4,0.948683298,0.932169752,3.193743885
Lily Bay,HL,HL-6-84-Mlt,3,22,IN,20.3,10,2.6,10,1,1.61245155,1.890814389,4.50555213
Lily Bay,HL,HL-6-84-Mlt,3,22,IN,28,15,3.4,15,0,1.843908892,2.261097439,5.291502622
Lily Bay,HL,HL-6-84-Mlt,3,22,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,22,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,23,IN,9.4,5,1,5,4,1,1,3.065941943
Lily Bay,HL,HL-6-84-Mlt,3,23,IN,20.1,10,2.8,10,1,1.673320053,1.986576777,4.483302354
Lily Bay,HL,HL-6-84-Mlt,3,23,IN,27.8,15,3.7,15,0,1.923538406,2.392220179,5.272570531
Lily Bay,HL,HL-6-84-Mlt,3,23,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,23,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,24,OUT,12.7,5,1.8,5,4,1.341640787,1.479727245,3.563705936
Lily Bay,HL,HL-6-84-Mlt,3,24,OUT,29.1,10,5.7,10,1,2.387467277,3.190924808,5.394441584
Lily Bay,HL,HL-6-84-Mlt,3,24,OUT,44.3,15,8.3,15,0,2.880972058,4.099385194,6.655824517
Lily Bay,HL,HL-6-84-Mlt,3,24,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,24,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,25,OUT,12,5,1.4,5,4,1.183215957,1.251464949,3.464101615
Lily Bay,HL,HL-6-84-Mlt,3,25,OUT,27.2,10,5.1,10,1,2.258317958,2.962875827,5.215361924
Lily Bay,HL,HL-6-84-Mlt,3,25,OUT,43.8,15,7.5,15,0,2.738612788,3.831547162,6.618156843
Lily Bay,HL,HL-6-84-Mlt,3,25,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,25,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,26,IN,10.3,5,1.3,5,4,1.140175425,1.191138425,3.209361307
Lily Bay,HL,HL-6-84-Mlt,3,26,IN,21.8,10,3.9,10,1,1.974841766,2.477667769,4.669047012
Lily Bay,HL,HL-6-84-Mlt,3,26,IN,34.8,15,4.4,15,0,2.097617696,2.685149378,5.899152482
Lily Bay,HL,HL-6-84-Mlt,3,26,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,26,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,27,IN,13.7,5,1.6,5,4,1.264911064,1.367980757,3.701351105
Lily Bay,HL,HL-6-84-Mlt,3,27,IN,30.8,10,5.5,10,1,2.34520788,3.115839842,5.54977477
Lily Bay,HL,HL-6-84-Mlt,3,27,IN,44.4,15,7.6,15,0,2.75680975,3.865530119,6.6633325
Lily Bay,HL,HL-6-84-Mlt,3,27,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,27,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,28,IN,14,5,2.2,5,4,1.483239697,1.691538112,3.741657387
Lily Bay,HL,HL-6-84-Mlt,3,28,IN,31.7,10,5.6,10,1,2.366431913,3.153494065,5.630275304
Lily Bay,HL,HL-6-84-Mlt,3,28,IN,46.4,15,7.3,15,0,2.701851217,3.763124384,6.811754546
Lily Bay,HL,HL-6-84-Mlt,3,28,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,28,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,29,IN,13.1,5,2.1,5,4,1.449137675,1.639882998,3.619392214
Lily Bay,HL,HL-6-84-Mlt,3,29,IN,27,10,5.6,10,1,2.366431913,3.153494065,5.196152423
Lily Bay,HL,HL-6-84-Mlt,3,29,IN,40.9,15,6.4,15,0,2.529822128,3.447095504,6.395310782
Lily Bay,HL,HL-6-84-Mlt,3,29,IN,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,29,IN,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,30,OUT,12.2,5,1.5,5,4,1.224744871,1.310370697,3.492849839
Lily Bay,HL,HL-6-84-Mlt,3,30,OUT,28.7,10,5.3,10,1,2.302172887,3.03983898,5.357238094
Lily Bay,HL,HL-6-84-Mlt,3,30,OUT,40.7,15,7.2,15,0,2.683281573,3.728679007,6.379655163
Lily Bay,HL,HL-6-84-Mlt,3,30,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,30,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,31,OUT,16,5,2.6,5,4,1.61245155,1.890814389,4
Lily Bay,HL,HL-6-84-Mlt,3,31,OUT,33.4,10,6.5,10,1,2.549509757,3.482909884,5.779273311
Lily Bay,HL,HL-6-84-Mlt,3,31,OUT,44.8,15,9.1,15,0,3.016620626,4.358739641,6.693280212
Lily Bay,HL,HL-6-84-Mlt,3,31,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,31,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,32,OUT,13.9,5,1.8,5,4,1.341640787,1.479727245,3.728270377
Lily Bay,HL,HL-6-84-Mlt,3,32,OUT,31.5,10,5.4,10,1,2.323790008,3.077956704,5.61248608
Lily Bay,HL,HL-6-84-Mlt,3,32,OUT,43,15,7,15,0,2.645751311,3.65930571,6.557438524
Lily Bay,HL,HL-6-84-Mlt,3,32,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,32,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,33,OUT,16.6,5,3.4,5,4,1.843908892,2.261097439,4.074309758
Lily Bay,HL,HL-6-84-Mlt,3,33,OUT,33.5,10,7,10,1,2.645751311,3.65930571,5.787918451
Lily Bay,HL,HL-6-84-Mlt,3,33,OUT,47,15,8,15,0,2.828427125,4,6.8556546
Lily Bay,HL,HL-6-84-Mlt,3,33,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,33,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,34,OUT,13.6,5,1.5,5,4,1.224744871,1.310370697,3.687817783
Lily Bay,HL,HL-6-84-Mlt,3,34,OUT,27.7,10,5.3,10,1,2.302172887,3.03983898,5.263078947
Lily Bay,HL,HL-6-84-Mlt,3,34,OUT,42.1,15,6.8,15,0,2.607680962,3.589268453,6.488451279
Lily Bay,HL,HL-6-84-Mlt,3,34,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,34,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,35,OUT,11,5,1.4,5,4,1.183215957,1.251464949,3.31662479
Lily Bay,HL,HL-6-84-Mlt,3,35,OUT,29.9,10,4.8,10,1,2.19089023,2.845514644,5.468089246
Lily Bay,HL,HL-6-84-Mlt,3,35,OUT,46.2,15,6.9,15,0,2.626785107,3.624371671,6.797058187
Lily Bay,HL,HL-6-84-Mlt,3,35,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,35,OUT,,27,,27,5.76,,,
Lily Bay,HL,HL-6-84-Mlt,3,36,OUT,13.8,5,2.1,5,4,1.449137675,1.639882998,3.714835124
Lily Bay,HL,HL-6-84-Mlt,3,36,OUT,29.7,10,6.6,10,1,2.569046516,3.518541062,5.449770637
Lily Bay,HL,HL-6-84-Mlt,3,36,OUT,41.7,15,8.4,15,0,2.898275349,4.132246217,6.457553716
Lily Bay,HL,HL-6-84-Mlt,3,36,OUT,,16,,16,0.04,,,
Lily Bay,HL,HL-6-84-Mlt,3,36,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,1,OUT,14.3,5,2,5,4,1.414213562,1.587401052,3.78153408
Brighton,JL,JL-NY80-BR,1,1,OUT,27.6,10,4.1,10,1,2.024845673,2.561666396,5.253570215
Brighton,JL,JL-NY80-BR,1,1,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,1,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,1,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,2,OUT,15.2,5,2.7,5,4,1.643167673,1.938991221,3.898717738
Brighton,JL,JL-NY80-BR,1,2,OUT,27.3,10,5.7,10,1,2.387467277,3.190924808,5.224940191
Brighton,JL,JL-NY80-BR,1,2,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,2,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,2,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,3,OUT,10.3,5,0.9,5,4,0.948683298,0.932169752,3.209361307
Brighton,JL,JL-NY80-BR,1,3,OUT,25,10,3.7,10,1,1.923538406,2.392220179,5
Brighton,JL,JL-NY80-BR,1,3,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,3,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,3,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,4,OUT,16.2,5,2.6,5,4,1.61245155,1.890814389,4.02492236
Brighton,JL,JL-NY80-BR,1,4,OUT,29.3,10,5.5,10,1,2.34520788,3.115839842,5.412947441
Brighton,JL,JL-NY80-BR,1,4,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,4,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,4,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,5,OUT,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,5,OUT,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,5,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,5,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,5,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,6,OUT,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,6,OUT,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,6,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,6,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,6,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,7,OUT,12.3,5,2,5,4,1.414213562,1.587401052,3.507135583
Brighton,JL,JL-NY80-BR,1,7,OUT,26.9,10,5,10,1,2.236067978,2.924017738,5.186520992
Brighton,JL,JL-NY80-BR,1,7,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,7,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,7,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,8,IN,11.4,5,1.3,5,4,1.140175425,1.191138425,3.376388603
Brighton,JL,JL-NY80-BR,1,8,IN,23.4,10,3.9,10,1,1.974841766,2.477667769,4.837354649
Brighton,JL,JL-NY80-BR,1,8,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,8,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,8,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,9,IN,14.5,5,2.1,5,4,1.449137675,1.639882998,3.807886553
Brighton,JL,JL-NY80-BR,1,9,IN,27.9,10,4.6,10,1,2.144761059,2.765913248,5.282045059
Brighton,JL,JL-NY80-BR,1,9,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,9,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,9,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,10,IN,10.7,5,1.1,5,4,1.048808848,1.065602237,3.271085447
Brighton,JL,JL-NY80-BR,1,10,IN,24.9,10,3.7,10,1,1.923538406,2.392220179,4.98998998
Brighton,JL,JL-NY80-BR,1,10,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,10,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,10,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,11,IN,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,11,IN,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,11,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,11,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,11,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,12,OUT,12.4,5,1.6,5,4,1.264911064,1.367980757,3.521363372
Brighton,JL,JL-NY80-BR,1,12,OUT,25.3,10,4.8,10,1,2.19089023,2.845514644,5.029910536
Brighton,JL,JL-NY80-BR,1,12,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,12,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,12,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,13,OUT,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,13,OUT,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,13,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,13,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,13,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,14,IN,14,5,2.4,5,4,1.549193339,1.792561899,3.741657387
Brighton,JL,JL-NY80-BR,1,14,IN,26.2,10,5.2,10,1,2.28035085,3.001480751,5.118593557
Brighton,JL,JL-NY80-BR,1,14,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,14,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,14,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,15,IN,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,15,IN,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,15,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,15,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,15,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,16,IN,7.8,5,0.9,5,4,0.948683298,0.932169752,2.792848009
Brighton,JL,JL-NY80-BR,1,16,IN,24.3,10,4.5,10,1,2.121320344,2.725680889,4.929503018
Brighton,JL,JL-NY80-BR,1,16,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,16,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,16,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,17,IN,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,17,IN,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,17,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,17,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,17,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,18,OUT,10.2,5,0.9,5,4,0.948683298,0.932169752,3.193743885
Brighton,JL,JL-NY80-BR,1,18,OUT,23.8,10,3,10,1,1.732050808,2.080083823,4.878524367
Brighton,JL,JL-NY80-BR,1,18,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,18,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,18,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,19,OUT,9,5,1,5,4,1,1,3
Brighton,JL,JL-NY80-BR,1,19,OUT,24.6,10,4.9,10,1,2.213594362,2.88489971,4.959838707
Brighton,JL,JL-NY80-BR,1,19,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,19,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,19,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,20,IN,7.2,5,0.8,5,4,0.894427191,0.861773876,2.683281573
Brighton,JL,JL-NY80-BR,1,20,IN,21.8,10,4.1,10,1,2.024845673,2.561666396,4.669047012
Brighton,JL,JL-NY80-BR,1,20,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,20,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,20,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,21,IN,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,21,IN,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,21,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,21,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,21,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,22,IN,12.3,5,1.4,5,4,1.183215957,1.251464949,3.507135583
Brighton,JL,JL-NY80-BR,1,22,IN,25.7,10,4.6,10,1,2.144761059,2.765913248,5.069516742
Brighton,JL,JL-NY80-BR,1,22,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,22,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,22,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,23,IN,10.3,5,0.9,5,4,0.948683298,0.932169752,3.209361307
Brighton,JL,JL-NY80-BR,1,23,IN,25,10,3.9,10,1,1.974841766,2.477667769,5
Brighton,JL,JL-NY80-BR,1,23,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,23,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,23,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,24,OUT,13.5,5,2.1,5,4,1.449137675,1.639882998,3.674234614
Brighton,JL,JL-NY80-BR,1,24,OUT,27,10,4.6,10,1,2.144761059,2.765913248,5.196152423
Brighton,JL,JL-NY80-BR,1,24,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,24,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,24,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,25,OUT,12.4,5,2.1,5,4,1.449137675,1.639882998,3.521363372
Brighton,JL,JL-NY80-BR,1,25,OUT,26,10,5,10,1,2.236067978,2.924017738,5.099019514
Brighton,JL,JL-NY80-BR,1,25,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,25,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,25,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,26,IN,13,5,1.6,5,4,1.264911064,1.367980757,3.605551276
Brighton,JL,JL-NY80-BR,1,26,IN,29,10,4.4,10,1,2.097617696,2.685149378,5.385164807
Brighton,JL,JL-NY80-BR,1,26,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,26,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,26,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,27,IN,11.5,5,1.6,5,4,1.264911064,1.367980757,3.391164992
Brighton,JL,JL-NY80-BR,1,27,IN,27.8,10,4.6,10,1,2.144761059,2.765913248,5.272570531
Brighton,JL,JL-NY80-BR,1,27,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,27,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,27,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,28,IN,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,28,IN,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,28,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,28,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,28,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,29,IN,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,29,IN,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,29,IN,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,29,IN,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,29,IN,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,30,OUT,14.7,5,2.7,5,4,1.643167673,1.938991221,3.834057903
Brighton,JL,JL-NY80-BR,1,30,OUT,28.7,10,5.7,10,1,2.387467277,3.190924808,5.357238094
Brighton,JL,JL-NY80-BR,1,30,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,30,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,30,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,31,OUT,10.9,5,1.1,5,4,1.048808848,1.065602237,3.301514804
Brighton,JL,JL-NY80-BR,1,31,OUT,24.3,10,3.5,10,1,1.870828693,2.305218146,4.929503018
Brighton,JL,JL-NY80-BR,1,31,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,31,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,31,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,32,OUT,,5,,5,4,,,
Brighton,JL,JL-NY80-BR,1,32,OUT,,10,,10,1,,,
Brighton,JL,JL-NY80-BR,1,32,OUT,,15,,15,0,,,
Brighton,JL,JL-NY80-BR,1,32,OUT,,16,,16,0.04,,,
Brighton,JL,JL-NY80-BR,1,32,OUT,,27,,27,5.76,,,
Brighton,JL,JL-NY80-BR,1,33,OUT,13.9,5,2.2,5,4,1.483239697,1.691538112,3.728270377
