Site,Sp,ID Code,Rep,Tree,IN/OUT,Height,Year,DBH,NYear,NyearQ,sqdbh,ttdbh,sqht
Brighton,EL,EL-13-84-BR,3,15,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,15,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,16,IN,17.1,5,2.7,5,4,1.643167673,1.938991221,4.135214626
Brighton,EL,EL-13-84-BR,3,16,IN,30.5,10,5.7,10,1,2.387467277,3.190924808,5.522680509
Brighton,EL,EL-13-84-BR,3,16,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,16,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,16,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,17,IN,,5,,5,4,,,
Brighton,EL,EL-13-84-BR,3,17,IN,,10,,10,1,,,
Brighton,EL,EL-13-84-BR,3,17,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,17,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,17,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,18,OUT,5.5,5,0.3,5,4,0.547722558,0.448140475,2.34520788
Brighton,EL,EL-13-84-BR,3,18,OUT,16.6,10,2.1,10,1,1.449137675,1.639882998,4.074309758
Brighton,EL,EL-13-84-BR,3,18,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,18,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,18,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,19,OUT,14.7,5,2,5,4,1.414213562,1.587401052,3.834057903
Brighton,EL,EL-13-84-BR,3,19,OUT,29,10,5,10,1,2.236067978,2.924017738,5.385164807
Brighton,EL,EL-13-84-BR,3,19,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,19,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,19,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,20,IN,,5,,5,4,,,
Brighton,EL,EL-13-84-BR,3,20,IN,,10,,10,1,,,
Brighton,EL,EL-13-84-BR,3,20,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,20,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,20,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,21,IN,17.6,5,2.6,5,4,1.61245155,1.890814389,4.195235393
Brighton,EL,EL-13-84-BR,3,21,IN,32.1,10,6,10,1,2.449489743,3.301927249,5.66568619
Brighton,EL,EL-13-84-BR,3,21,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,21,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,21,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,22,IN,,5,,5,4,,,
Brighton,EL,EL-13-84-BR,3,22,IN,,10,,10,1,,,
Brighton,EL,EL-13-84-BR,3,22,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,22,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,22,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,23,IN,12.3,5,1.9,5,4,1.378404875,1.534036644,3.507135583
Brighton,EL,EL-13-84-BR,3,23,IN,31.2,10,5.1,10,1,2.258317958,2.962875827,5.585696018
Brighton,EL,EL-13-84-BR,3,23,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,23,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,23,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,24,OUT,17.3,5,3.1,5,4,1.760681686,2.12605484,4.159326869
Brighton,EL,EL-13-84-BR,3,24,OUT,33.8,10,6.9,10,1,2.626785107,3.624371671,5.813776742
Brighton,EL,EL-13-84-BR,3,24,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,24,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,24,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,25,OUT,16.6,5,2.3,5,4,1.516575089,1.742416162,4.074309758
Brighton,EL,EL-13-84-BR,3,25,OUT,31.1,10,5.3,10,1,2.302172887,3.03983898,5.576737397
Brighton,EL,EL-13-84-BR,3,25,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,25,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,25,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,26,IN,16,5,2.7,5,4,1.643167673,1.938991221,4
Brighton,EL,EL-13-84-BR,3,26,IN,31.7,10,5.3,10,1,2.302172887,3.03983898,5.630275304
Brighton,EL,EL-13-84-BR,3,26,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,26,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,26,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,27,IN,17.4,5,2.7,5,4,1.643167673,1.938991221,4.171330723
Brighton,EL,EL-13-84-BR,3,27,IN,31.9,10,5.2,10,1,2.28035085,3.001480751,5.648008499
Brighton,EL,EL-13-84-BR,3,27,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,27,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,27,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,28,IN,17.7,5,3.4,5,4,1.843908892,2.261097439,4.207136794
Brighton,EL,EL-13-84-BR,3,28,IN,31.9,10,6.3,10,1,2.50998008,3.411094095,5.648008499
Brighton,EL,EL-13-84-BR,3,28,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,28,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,28,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,29,IN,11.2,5,1.7,5,4,1.303840481,1.424402129,3.346640106
Brighton,EL,EL-13-84-BR,3,29,IN,18.3,10,3,10,1,1.732050808,2.080083823,4.277849927
Brighton,EL,EL-13-84-BR,3,29,IN,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,29,IN,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,29,IN,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,30,OUT,14.7,5,2.6,5,4,1.61245155,1.890814389,3.834057903
Brighton,EL,EL-13-84-BR,3,30,OUT,29.1,10,5.7,10,1,2.387467277,3.190924808,5.394441584
Brighton,EL,EL-13-84-BR,3,30,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,30,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,30,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,31,OUT,,5,,5,4,,,
Brighton,EL,EL-13-84-BR,3,31,OUT,,10,,10,1,,,
Brighton,EL,EL-13-84-BR,3,31,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,31,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,31,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,32,OUT,,5,,5,4,,,
Brighton,EL,EL-13-84-BR,3,32,OUT,,10,,10,1,,,
Brighton,EL,EL-13-84-BR,3,32,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,32,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,32,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,33,OUT,13.4,5,1.6,5,4,1.264911064,1.367980757,3.660601044
Brighton,EL,EL-13-84-BR,3,33,OUT,31.2,10,4.8,10,1,2.19089023,2.845514644,5.585696018
Brighton,EL,EL-13-84-BR,3,33,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,33,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,33,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,34,OUT,14.5,5,2.5,5,4,1.58113883,1.842015749,3.807886553
Brighton,EL,EL-13-84-BR,3,34,OUT,28.8,10,4.8,10,1,2.19089023,2.845514644,5.366563146
Brighton,EL,EL-13-84-BR,3,34,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,34,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,34,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,35,OUT,18.2,5,2.9,5,4,1.702938637,2.033599058,4.266145802
Brighton,EL,EL-13-84-BR,3,35,OUT,33.4,10,5.8,10,1,2.408318916,3.228137283,5.779273311
Brighton,EL,EL-13-84-BR,3,35,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,35,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,35,OUT,,27,,27,5.76,,,
Brighton,EL,EL-13-84-BR,3,36,OUT,14.1,5,2.2,5,4,1.483239697,1.691538112,3.754996671
Brighton,EL,EL-13-84-BR,3,36,OUT,30,10,5.3,10,1,2.302172887,3.03983898,5.477225575
Brighton,EL,EL-13-84-BR,3,36,OUT,,15,,15,0,,,
Brighton,EL,EL-13-84-BR,3,36,OUT,,16,,16,0.04,,,
Brighton,EL,EL-13-84-BR,3,36,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,1,OUT,16.6,5,3.5,5,4,1.870828693,2.305218146,4.074309758
Brighton,EL,EL-2-86-Mlt,1,1,OUT,29.8,10,6.1,10,1,2.469817807,3.338514166,5.458937626
Brighton,EL,EL-2-86-Mlt,1,1,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,1,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,1,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,2,OUT,10.9,5,1.2,5,4,1.095445115,1.129243235,3.301514804
Brighton,EL,EL-2-86-Mlt,1,2,OUT,27.3,10,4,10,1,2,2.5198421,5.224940191
Brighton,EL,EL-2-86-Mlt,1,2,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,2,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,2,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,3,OUT,13.4,5,2.5,5,4,1.58113883,1.842015749,3.660601044
Brighton,EL,EL-2-86-Mlt,1,3,OUT,30.8,10,6.1,10,1,2.469817807,3.338514166,5.54977477
Brighton,EL,EL-2-86-Mlt,1,3,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,3,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,3,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,4,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,4,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,4,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,4,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,4,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,5,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,5,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,5,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,5,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,5,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,6,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,6,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,6,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,6,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,6,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,7,OUT,10.1,5,1.5,5,4,1.224744871,1.310370697,3.178049716
Brighton,EL,EL-2-86-Mlt,1,7,OUT,23,10,4.1,10,1,2.024845673,2.561666396,4.795831523
Brighton,EL,EL-2-86-Mlt,1,7,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,7,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,7,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,8,IN,12.3,5,1.6,5,4,1.264911064,1.367980757,3.507135583
Brighton,EL,EL-2-86-Mlt,1,8,IN,28.5,10,5.3,10,1,2.302172887,3.03983898,5.338539126
Brighton,EL,EL-2-86-Mlt,1,8,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,8,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,8,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,9,IN,11.5,5,1.6,5,4,1.264911064,1.367980757,3.391164992
Brighton,EL,EL-2-86-Mlt,1,9,IN,27.9,10,4.4,10,1,2.097617696,2.685149378,5.282045059
Brighton,EL,EL-2-86-Mlt,1,9,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,9,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,9,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,10,IN,11.9,5,1.6,5,4,1.264911064,1.367980757,3.449637662
Brighton,EL,EL-2-86-Mlt,1,10,IN,26.8,10,4.6,10,1,2.144761059,2.765913248,5.176871642
Brighton,EL,EL-2-86-Mlt,1,10,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,10,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,10,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,11,IN,14.5,5,2.3,5,4,1.516575089,1.742416162,3.807886553
Brighton,EL,EL-2-86-Mlt,1,11,IN,30.8,10,6.1,10,1,2.469817807,3.338514166,5.54977477
Brighton,EL,EL-2-86-Mlt,1,11,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,11,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,11,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,12,OUT,9.7,5,0.8,5,4,0.894427191,0.861773876,3.114482301
Brighton,EL,EL-2-86-Mlt,1,12,OUT,24.9,10,3.2,10,1,1.788854382,2.171534093,4.98998998
Brighton,EL,EL-2-86-Mlt,1,12,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,12,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,12,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,13,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,13,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,13,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,13,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,13,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,14,IN,12.2,5,2,5,4,1.414213562,1.587401052,3.492849839
Brighton,EL,EL-2-86-Mlt,1,14,IN,30.2,10,5.6,10,1,2.366431913,3.153494065,5.495452666
Brighton,EL,EL-2-86-Mlt,1,14,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,14,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,14,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,15,IN,13.7,5,1.8,5,4,1.341640787,1.479727245,3.701351105
Brighton,EL,EL-2-86-Mlt,1,15,IN,28.8,10,5,10,1,2.236067978,2.924017738,5.366563146
Brighton,EL,EL-2-86-Mlt,1,15,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,15,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,15,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,16,IN,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,16,IN,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,16,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,16,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,16,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,17,IN,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,17,IN,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,17,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,17,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,17,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,18,OUT,13.8,5,1.9,5,4,1.378404875,1.534036644,3.714835124
Brighton,EL,EL-2-86-Mlt,1,18,OUT,30.5,10,5.8,10,1,2.408318916,3.228137283,5.522680509
Brighton,EL,EL-2-86-Mlt,1,18,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,18,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,18,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,19,OUT,16.2,5,2.6,5,4,1.61245155,1.890814389,4.02492236
Brighton,EL,EL-2-86-Mlt,1,19,OUT,31,10,6.5,10,1,2.549509757,3.482909884,5.567764363
Brighton,EL,EL-2-86-Mlt,1,19,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,19,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,19,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,20,IN,14.4,5,2.2,5,4,1.483239697,1.691538112,3.794733192
Brighton,EL,EL-2-86-Mlt,1,20,IN,28.8,10,5.8,10,1,2.408318916,3.228137283,5.366563146
Brighton,EL,EL-2-86-Mlt,1,20,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,20,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,20,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,21,IN,11.7,5,1.8,5,4,1.341640787,1.479727245,3.420526275
Brighton,EL,EL-2-86-Mlt,1,21,IN,28.3,10,5,10,1,2.236067978,2.924017738,5.319774431
Brighton,EL,EL-2-86-Mlt,1,21,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,21,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,21,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,22,IN,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,22,IN,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,22,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,22,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,22,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,23,IN,14.6,5,2.4,5,4,1.549193339,1.792561899,3.820994635
Brighton,EL,EL-2-86-Mlt,1,23,IN,33.5,10,5.9,10,1,2.42899156,3.265136495,5.787918451
Brighton,EL,EL-2-86-Mlt,1,23,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,23,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,23,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,24,OUT,10.2,5,1.2,5,4,1.095445115,1.129243235,3.193743885
Brighton,EL,EL-2-86-Mlt,1,24,OUT,23.3,10,3.2,10,1,1.788854382,2.171534093,4.827007355
Brighton,EL,EL-2-86-Mlt,1,24,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,24,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,24,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,25,OUT,14.2,5,2.2,5,4,1.483239697,1.691538112,3.768288736
Brighton,EL,EL-2-86-Mlt,1,25,OUT,29.2,10,5.7,10,1,2.387467277,3.190924808,5.403702434
Brighton,EL,EL-2-86-Mlt,1,25,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,25,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,25,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,26,IN,12.9,5,2.1,5,4,1.449137675,1.639882998,3.591656999
Brighton,EL,EL-2-86-Mlt,1,26,IN,24.9,10,5,10,1,2.236067978,2.924017738,4.98998998
Brighton,EL,EL-2-86-Mlt,1,26,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,26,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,26,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,27,IN,11.7,5,1.2,5,4,1.095445115,1.129243235,3.420526275
Brighton,EL,EL-2-86-Mlt,1,27,IN,26.5,10,3.7,10,1,1.923538406,2.392220179,5.147815071
Brighton,EL,EL-2-86-Mlt,1,27,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,27,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,27,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,28,IN,12.8,5,1.9,5,4,1.378404875,1.534036644,3.577708764
Brighton,EL,EL-2-86-Mlt,1,28,IN,28.8,10,5,10,1,2.236067978,2.924017738,5.366563146
Brighton,EL,EL-2-86-Mlt,1,28,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,28,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,28,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,29,IN,12.9,5,2,5,4,1.414213562,1.587401052,3.591656999
Brighton,EL,EL-2-86-Mlt,1,29,IN,26.9,10,5.1,10,1,2.258317958,2.962875827,5.186520992
Brighton,EL,EL-2-86-Mlt,1,29,IN,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,29,IN,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,29,IN,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,30,OUT,10.2,5,1.3,5,4,1.140175425,1.191138425,3.193743885
Brighton,EL,EL-2-86-Mlt,1,30,OUT,23.1,10,4.6,10,1,2.144761059,2.765913248,4.806245936
Brighton,EL,EL-2-86-Mlt,1,30,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,30,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,30,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,31,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,31,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,31,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,31,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,31,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,32,OUT,14.2,5,2.1,5,4,1.449137675,1.639882998,3.768288736
Brighton,EL,EL-2-86-Mlt,1,32,OUT,30.7,10,6.4,10,1,2.529822128,3.447095504,5.540758071
Brighton,EL,EL-2-86-Mlt,1,32,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,32,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,32,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,33,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,1,33,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,1,33,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,33,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,33,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,34,OUT,14.6,5,2.4,5,4,1.549193339,1.792561899,3.820994635
Brighton,EL,EL-2-86-Mlt,1,34,OUT,32,10,6.9,10,1,2.626785107,3.624371671,5.65685425
Brighton,EL,EL-2-86-Mlt,1,34,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,34,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,34,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,35,OUT,14.3,5,2,5,4,1.414213562,1.587401052,3.78153408
Brighton,EL,EL-2-86-Mlt,1,35,OUT,28,10,5,10,1,2.236067978,2.924017738,5.291502622
Brighton,EL,EL-2-86-Mlt,1,35,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,35,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,35,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,1,36,OUT,10.6,5,1.3,5,4,1.140175425,1.191138425,3.255764119
Brighton,EL,EL-2-86-Mlt,1,36,OUT,30,10,4.4,10,1,2.097617696,2.685149378,5.477225575
Brighton,EL,EL-2-86-Mlt,1,36,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,1,36,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,1,36,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,2,1,OUT,15.7,5,2.8,5,4,1.673320053,1.986576777,3.962322551
Brighton,EL,EL-2-86-Mlt,2,1,OUT,29.8,10,6.7,10,1,2.588435821,3.55399273,5.458937626
Brighton,EL,EL-2-86-Mlt,2,1,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,2,1,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,2,1,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,2,2,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,2,2,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,2,2,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,2,2,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,2,2,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,2,3,OUT,13.3,5,1.7,5,4,1.303840481,1.424402129,3.646916506
Brighton,EL,EL-2-86-Mlt,2,3,OUT,26.3,10,5.9,10,1,2.42899156,3.265136495,5.128352562
Brighton,EL,EL-2-86-Mlt,2,3,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,2,3,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,2,3,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,2,4,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,2,4,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,2,4,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,2,4,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,2,4,OUT,,27,,27,5.76,,,
Brighton,EL,EL-2-86-Mlt,2,5,OUT,,5,,5,4,,,
Brighton,EL,EL-2-86-Mlt,2,5,OUT,,10,,10,1,,,
Brighton,EL,EL-2-86-Mlt,2,5,OUT,,15,,15,0,,,
Brighton,EL,EL-2-86-Mlt,2,5,OUT,,16,,16,0.04,,,
Brighton,EL,EL-2-86-Mlt,2,5,OUT,,27,,27,5.76,,,
